"columnID","systemID","data_type","dataset_name","createdAt","rowsUpdatedAt","viewLastModified","indexUpdatedAt","childView","department","field_name","field_type","field_render_type","field_api_name","field_description"
257606075,"w4sk-nq57","tabular","HSA 90 day emergency shelter waitlist",1389123350,1481853911,1464993976,1481853953,,"311","Seniority Number","number","number","reservation_seniority","The Client's seniority number for this waitlist request, based the date placed on the wait list (the day after the request was initiated.). The number is comprised of two digits for the year, three digits for the day of the year, and three digits for the random rank on the day added."
257606076,"w4sk-nq57","tabular","HSA 90 day emergency shelter waitlist",1389123350,1481853911,1464993976,1481853953,,"311","DOB","text","text","dob","Date of Birth"
257606077,"w4sk-nq57","tabular","HSA 90 day emergency shelter waitlist",1389123350,1481853911,1464993976,1481853953,,"311","CHANGES ID","number","number","txtchangesid","Client ID in the Human Services Agency application (Coordinated Homeless Assessment of Needs and Guidance through Effective Services)"
257606078,"w4sk-nq57","tabular","HSA 90 day emergency shelter waitlist",1389123350,1481853911,1464993976,1481853953,,"311","SR #","number","number","caseid","The Service Request Number in the SF311 system "
257606079,"w4sk-nq57","tabular","HSA 90 day emergency shelter waitlist",1389123350,1481853911,1464993976,1481853953,,"311","Instructions","text","text","message","Any specific instructions for the client."
213526595,"6d9h-4u5v","tabular","Street Names",1348532382,1477062574,1481904533,1477062627,,"Public Works","FullStreetName","text","text","fullstreetname",
213526596,"6d9h-4u5v","tabular","Street Names",1348532382,1477062574,1481904533,1477062627,,"Public Works","StreetName","text","text","streetname",
213526597,"6d9h-4u5v","tabular","Street Names",1348532382,1477062574,1481904533,1477062627,,"Public Works","StreetType","text","text","streettype",
221553149,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","locationid","number","number","objectid",
221553150,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Applicant","text","text","applicant",
221553151,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","FacilityType","text","text","facilitytype",
221553152,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","cnn","number","number","cnn",
221553153,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","LocationDescription","text","text","locationdescription",
221553154,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Address","text","text","address",
221553155,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","blocklot","text","text","blocklot",
221553156,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","block","text","text","block",
221553157,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","lot","text","text","lot",
221553158,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","permit","text","text","permit",
221553159,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Status","text","text","status",
221553160,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","FoodItems","text","text","fooditems",
221553161,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","X","number","number","x",
221553162,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Y","number","number","y",
221553163,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Latitude","number","number","latitude",
221553164,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Longitude","number","number","longitude",
221553165,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Schedule","text","text","schedule",
221553166,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","dayshours","text","text","dayshours","abbreviated text of schedule"
221553167,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","NOISent","calendar_date","calendar_date","noisent",
221553168,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Approved","calendar_date","calendar_date","approved",
221553169,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Received","text","text","received",
221553170,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","PriorPermit","number","number","priorpermit",
221553171,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","ExpirationDate","calendar_date","calendar_date","expirationdate",
221553172,"rqzj-sfat","tabular","Mobile Food Facility Permit",1348529041,1481904253,1481904244,1481905218,,"Public Works","Location","location","location","location",
279297566,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Parcel(s)","text","text","parcel_s",
279297595,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Building Name","text","text","building_name",
279297596,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Building Address","text","text","building_address",
279297597,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Postal Code","text","text","postal_code",
279297598,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Full.Address","location","location","full_address",
279297599,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Floor Area","number","number","floor_area",
279297625,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Property Type - Self Selected","text","text","property_type_self_selected","This is the property type (or ""primary function"") the user selects."
279297626,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","PIM Link","url","url","pim_link","Link to the Property Information Map (uses the parcel with the lowest numerical value)"
279297627,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Benchmark 2010 Status","text","text","benchmark_2010_status",
279297628,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2010 Reason for Exemption","text","text","_2010_reason_for_exemption",
279297629,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Benchmark 2011 Status","text","text","benchmark_2011_status",
279297683,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Reason for Exemption","text","text","_2011_reason_for_exemption",
279297684,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Benchmark 2012 Status","text","text","benchmark_2012_status",
279297685,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Reason for Exemption","text","text","_2012_reason_for_exemption",
279297686,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Benchmark 2013 Status","text","text","benchmark_2013_status","Status of benchmark report due 4/1/2014"
279297687,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Reason for Exemption","text","text","_2013_reason_for_exemption",
279297713,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Benchmark 2014 Status","text","text","benchmark_2014_status","Status of benchmark report due 4/1/2015."
279297714,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2014 Reason for Exemption","text","text","_2014_reason_for_exemption",
279297715,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Benchmark 2015 Status","text","text","benchmark_2015_status",
279297741,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2015 Reason for Exemption","text","text","_2015_reason_for_exemption",
279297742,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Energy Audit Due Date","text","text","energy_audit_due_date",
279297743,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","Energy Audit Status","text","text","energy_audit_status",
279297744,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 ENERGY STAR Score","number","number","_2011_energy_star_score",
279297745,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Site EUI (kBtu/ft2)","number","number","_2011_site_eui_kbtu_ft2",
279297746,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Source EUI (kBtu/ft2)","number","number","_2011_source_eui_kbtu_ft2",
279297747,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Percent Better than National Median Site EUI","number","number","_2011_percent_better_than_national_median_site_eui",
279297773,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Percent Better than National Median Source EUI","number","number","_2011_percent_better_than_national_median_source_eui",
279297774,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Total GHG Emissions (Metric Tons CO2e)","number","number","_2011_total_ghg_emissions_metric_tons_co2e",
279297800,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Total GHG Emissions Intensity (kgCO2e/ft2)","number","number","_2011_total_ghg_emissions_intensity_kgco2e_ft2",
279297826,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Weather Normalized Site EUI (kBtu/ft2)","number","number","_2011_weather_normalized_site_eui_kbtu_ft2",
279297877,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2011 Weather Normalized Source EUI (kBtu/ft2)","number","number","_2011_weather_normalized_source_eui_kbtu_ft2",
279297903,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 ENERGY STAR Score","number","number","_2012_energy_star_score",
279297957,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Site EUI (kBtu/ft2)","number","number","_2012_site_eui_kbtu_ft2",
279297958,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Source EUI (kBtu/ft2)","number","number","_2012_source_eui_kbtu_ft2",
279297959,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Percent Better than National Median Site EUI","number","number","_2012_percent_better_than_national_median_site_eui",
279297963,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Percent Better than National Median Source EUI","number","number","_2012_percent_better_than_national_median_source_eui",
279297989,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Total GHG Emissions (Metric Tons CO2e)","number","number","_2012_total_ghg_emissions_metric_tons_co2e",
279298017,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Total GHG Emissions Intensity (kgCO2e/ft2)","number","number","_2012_total_ghg_emissions_intensity_kgco2e_ft2",
279298019,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Weather Normalized Site EUI (kBtu/ft2)","number","number","_2012_weather_normalized_site_eui_kbtu_ft2",
279298046,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2012 Weather Normalized Source EUI (kBtu/sq.ft)","number","number","_2012_weather_normalized_source_eui_kbtu_sq_ft",
279298047,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 ENERGY STAR Score","number","number","_2013_energy_star_score",
279298048,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Site EUI (kBtu/ft2)","number","number","_2013_site_eui_kbtu_ft2",
279298049,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Source EUI (kBtu/ft2)","number","number","_2013_source_eui_kbtu_ft2",
279298050,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Percent Better than National Median Site EUI","number","number","_2013_percent_better_than_national_median_site_eui",
279298052,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Percent Better than National Median Source EUI","number","number","_2013_percent_better_than_national_median_source_eui",
279298054,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Total GHG Emissions (Metric Tons CO2e)","number","number","_2013_total_ghg_emissions_metric_tons_co2e",
279298056,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Total GHG Emissions Intensity (kgCO2e/ft2)","number","number","_2013_total_ghg_emissions_intensity_kgco2e_ft2",
279298058,"j2j3-acqj","tabular","Existing Commercial Buildings Energy Performance Ordinance Report",1392746411,1480365224,1480368994,1480375931,,"Environment","2013 Weather Normalized Site EUI (kBtu/ft2)","number","number","_2013_weather_normalized_site_eui_kbtu_ft2",
